[16.09.13, 07:55:20] ‎Felix hat den Betreff zu “Familie” geändert.
[18.01.18, 18:45:47] Holzmano: Ich bin eich gar kei Biene...
[18.01.18, 18:46:48] Mama: Hä?
[18.01.18, 18:48:02] Vera: lenz felix schluss
[18.01.18, 18:48:14] Felix: Fidibus
[18.01.18, 18:48:36] Vera: chani eu no vertraue?
‎[18.01.18, 18:49:09] Felix: ‎Bild weggelassen
[18.01.18, 18:49:14] Felix: Klaaaar!
‎[18.01.18, 18:49:30] Holzmano: ‎Bild weggelassen
[18.01.18, 18:49:54] Holzmano: Tüerli...
[18.01.18, 18:51:35] Papa: Mei, ix hat Pauspapier und d Xlammere im Auto. Tues ufde Xuxitij dehei
[18.01.18, 18:57:52] Mama: Bi am halbi 8i dahei Vera
[18.01.18, 19:37:02] Vera: bin am 8ti dihei
[18.01.18, 19:37:22] Vera: chaschmer e buechstäbli suppe parat mache?
[24.01.18, 17:21:05] Vera: hüt isch min namenstag 🎂 🕺🏾
[24.01.18, 17:21:15] Vera: VERAAAAA
[24.01.18, 17:27:20] Holzmano: Cool 😘
[24.01.18, 19:12:40] Mama: 😘😘
[24.01.18, 23:36:42] Mama: Bi scho lang dahei
[25.01.18, 17:44:48] Vera: chum hüt wider chli spöter hei :)
[25.01.18, 18:58:27] Papa: Ok👍🏽
[26.01.18, 16:34:12] Vera: dûûtsch bestande 🌸🌸🌸🌸
[26.01.18, 16:35:15] Mama: ❤❤❤🐖🐖🍷🍷🤓🤓😝😝🎓🎓🎯🎯
[26.01.18, 17:20:23] Holzmano: Gratul!!!
[26.01.18, 18:58:18] Papa: Vera - ich freumi sooooooooooo füdix!!!😘😘😘👍🏿
[29.01.18, 11:44:54] Vera: hei zeme (: de noi fahrlehrer het ez gseit ich müsi mich no abmelde bim alte will er fair play wet spile ... blöde sache
[29.01.18, 15:38:47] Papa: Dänn wartsch bis naxde letschte Std bim alte FL, dänn mäldj di naxär app
[29.01.18, 17:50:38] Mama: Mues morn iz Landesmuseum zume Interview für tagesschau am fritig. Zitter.....
[29.01.18, 17:53:19] Vera: oooooooh cool 😍😍😍😍😍
[29.01.18, 17:53:28] Vera: das machsch du mit links
[29.01.18, 17:53:34] Vera: so wie immer
[29.01.18, 17:54:02] Holzmano: Wooooow!!! Mega guet!!!
[29.01.18, 17:54:33] Papa: Bravooooo!👍👍🏿👍🏽
[29.01.18, 17:54:40] Mama: I hoffes, bimi scho chli reuig, dass i ha zuegseit
[29.01.18, 17:54:49] Vera: noooo
[29.01.18, 17:55:03] Vera: das isch sone cooli möglichkeit
[29.01.18, 17:55:07] Vera: 🙌🏼🙌🏼🙌🏼
[29.01.18, 17:55:23] Mama: Danke😘😘🤓
[29.01.18, 18:32:40] Felix: Neeeei müms du stecksch alli in Sack, wie immer😘
[29.01.18, 18:43:30] Mama: Das gseh mer denn....
[30.01.18, 14:41:27] Papa: Hej truckder de Tuume😘😘😘
[30.01.18, 15:16:09] Mama: Wow das isch no aschträngend. Bis z liecht u lles stimmt, de chunnt wieder e schuelklass ine u macht lärme... Aber iz bini fertig
[30.01.18, 15:19:52] Holzmano: Gratul - wie isch gange?!
[30.01.18, 15:20:12] Felix: Supeeeer!!!
[30.01.18, 15:20:25] Vera: 🙌🏼🙌🏼🙌🏼❤😘
[30.01.18, 15:40:38] Mama: Eig no guet. Si händ gseit i redi chraftvoll u heig e guet stimm. Was es iz useschnided vo dem vile wo isch gseit worde weis k nid. Aber si sind würk zfride gsi😜😜
[30.01.18, 15:41:21] Mama: Wünsche euch Boys e guet Reis!!! Hebet sorg u gnüssets
[30.01.18, 16:12:51] Holzmano: Super und du au?!
Danke villmal Mama!!! Bis bald!
[30.01.18, 16:13:59] Felix: Kuuuuhl😘
[30.01.18, 16:15:04] Mama: Jaja, ig au aber du kennsch mi ja😂
[30.01.18, 16:15:58] Mama: Ha doch no en schlafsack bstellt
[30.01.18, 16:17:07] Holzmano: Hani gseh ja...😂 haha
[30.01.18, 17:39:03] Papa: Gnüssez 
Ly👍😘😘
[30.01.18, 18:23:48] Holzmano: Danke!!
[30.01.18, 18:37:55] Felix: Merci!😘😘
‎[31.01.18, 12:53:12] Vera: ‎Video weggelassen
[31.01.18, 14:36:53] Papa: Ha d Vignette kauft.
[31.01.18, 15:01:52] Papa: Poah das filmli... krasses Déja-vu😬
Wie wänns gestr xi wär!
‎[31.01.18, 15:03:19] Papa: ‎Video weggelassen
‎[31.01.18, 15:03:19] Papa: ‎Bild weggelassen
‎[01.02.18, 16:18:02] Vera: ‎Bild weggelassen
[01.02.18, 16:18:17] Felix: Uiiiiiii
‎[01.02.18, 16:18:26] Felix: ‎Bild weggelassen
[01.02.18, 16:19:11] Mama: Ir chiller
‎[01.02.18, 16:20:50] Vera: ‎Bild weggelassen
‎[01.02.18, 16:23:00] Vera: ‎Bild weggelassen
[01.02.18, 16:25:14] Felix: 😂😂😂
[01.02.18, 16:28:13] Mama: Schöne Bart😉
[01.02.18, 17:40:28] Holzmano: Hahaha
[01.02.18, 17:43:07] Papa: Hä? Xeni räxt?
Bin oeppe i 35 min dehei, bringe noxli food. 
Isst de L bi öis?
[01.02.18, 17:43:48] Holzmano: Nei das isch uralt
[01.02.18, 17:44:37] Papa: Zzz
[01.02.18, 19:32:53] Mama: Ebeleider😝
‎[01.02.18, 21:01:30] Papa: ‎Video weggelassen
[02.02.18, 00:26:10] Holzmano: Da isch suscht no de Link ❤️❤️😍😍
SRF News:
https://www.srf.ch/play/tv/redirect/detail/a8272153-9b68-43ba-b6b7-6a9b19ae2a93?srg_sm_campaign=srf_app
[02.02.18, 09:17:30] Papa: 👍🏿
[04.02.18, 09:24:09] Holzmano: Sind gad in Winti aacho...!
[04.02.18, 09:25:30] Papa: Willkome Stinjis😘😘
Mr gönd gad it Xile - 
Ly
[04.02.18, 09:54:54] Felix: Danke! Vill spass😘
[04.02.18, 10:34:37] Vera: chömeder auzude vivi ? (:
[04.02.18, 14:48:03] Felix: Nei het nöd glanget
[04.02.18, 14:48:51] Papa: Oh - scho wach?😜
[04.02.18, 14:58:57] Felix: Haha jap
‎[04.02.18, 20:07:33] Papa: ‎Bild weggelassen
[04.02.18, 20:08:16] Papa: Am Elvis sin xline Büed
[04.02.18, 20:12:26] Holzmano: Haha stimmt...!!
[10.02.18, 11:00:29] Vera: d buebe hend vergesse de schlitte mitzneh
[10.02.18, 11:01:02] Felix: Het ois niemer xeit
[10.02.18, 11:01:04] Vera: hani halt jetzt keine
[10.02.18, 11:01:08] Vera: 💁🏼‍♀
[10.02.18, 11:01:19] Vera: sôt aber eich dete gstande si
[10.02.18, 11:06:43] Mama: Ja ischer au
‎[10.02.18, 11:07:01] Mama: ‎Audio weggelassen
[10.02.18, 11:24:56] Felix: Heeei Mama danke viiilmaal für das Briefli mit avec!😘😘😘
[10.02.18, 12:19:41] Vera: woooow mama danke villmal ❤❤❤
[10.02.18, 12:19:48] Vera: so unglaublich nett!
[10.02.18, 12:19:52] Vera: bisch di bescht!
[10.02.18, 12:46:25] Mama: Öppis für im Bärgbeizli...🍧🍮🍺🍹🍳
[10.02.18, 12:57:39] Vera: oder uf de autobahn 😊😊
[10.02.18, 13:11:20] Mama: 🍟🍗
[10.02.18, 16:46:57] Vera: sindacho (:
[10.02.18, 17:07:44] Mama: Super, gats iz grad ab i kuchi?
[10.02.18, 19:53:17] Vera: coool (; isch gad chli stressig gsi aber het spass gmacht
[10.02.18, 19:54:21] Papa: Bravo - hets ene gmundet?
[10.02.18, 20:03:37] Vera: jaaaa seehr 😁😁
‎[10.02.18, 20:03:52] Vera: ‎Bild weggelassen
[10.02.18, 20:03:59] Vera: ez dessert us gotzi
[10.02.18, 20:05:20] Mama: Fein, isch das dis bananebrot?
[10.02.18, 22:27:06] Papa: Mmh💪
‎[10.02.18, 22:33:32] Papa: ‎Bild weggelassen
‎[10.02.18, 22:34:35] Papa: ‎Bild weggelassen
[10.02.18, 22:35:19] Felix: Geile siech...:)
[10.02.18, 22:35:49] Papa: Gäll ! Hej ij guet bi äöüi?
[11.02.18, 00:00:44] Holzmano: Jaja alles easy
[13.02.18, 12:31:30] Papa: Leuts - am So hätde Länz GEBURIIII😁😍
Wämmer zäme es feins Gebi-Znächtli habere? 
Wer vo öi wär debii?
[13.02.18, 12:34:11] Papa: Mir choched öppis dehei
[13.02.18, 13:04:49] Felix: Iich bin debi!
[13.02.18, 13:05:54] Papa: 👍
[13.02.18, 14:45:21] Holzmano: Sehr gern!!
[13.02.18, 14:46:02] Papa: 👍🏽
[13.02.18, 14:46:09] Mama: Chnöpfli?
[13.02.18, 17:29:24] Felix: Jaaaaaaa😍
[13.02.18, 17:30:34] Holzmano: 😍😍😍
[13.02.18, 17:45:58] Papa: Mei?
[13.02.18, 17:46:25] Papa: Hej wie ijt Nachtüebig gloffe gestr?
[13.02.18, 19:26:43] Vera: 👍🏼👍🏼👍🏼😎
[13.02.18, 19:26:45] Vera: gern
[13.02.18, 19:37:08] Papa: 👍🏿
[13.02.18, 19:42:41] Felix: Mega kuhl! Team Lenz het gunnä
[13.02.18, 19:43:21] Papa: Voll?!? Häj Pics?
‎[13.02.18, 19:43:53] Mama: ‎Bild weggelassen
[13.02.18, 19:55:49] Holzmano: Ka ...!!!
‎[13.02.18, 19:56:43] Papa: ‎Bild weggelassen
[13.02.18, 19:57:18] Holzmano: Barnabas?!
[13.02.18, 19:57:53] Mama: Yes😜
[13.02.18, 19:58:05] Holzmano: 😜👍🏻 gnüsseds!!!
[13.02.18, 19:58:17] Papa: Maxemr
[13.02.18, 19:58:18] Mama: Machemer
[13.02.18, 19:58:40] Mama: Händer au scho fein gässe?
‎[13.02.18, 21:10:25] Papa: ‎Bild weggelassen
[13.02.18, 23:24:20] Vera: s het pouletgschnätzlets mit späzli und broccoli geh (:
[14.02.18, 09:07:28] Mama: So guet. Unter dire aleitig kochet?
[14.02.18, 10:10:59] Vera: nopps (: kathi
‎[14.02.18, 10:11:08] Vera: ‎Bild weggelassen
[14.02.18, 10:50:08] Mama: Oh isch das dini Nische?
[14.02.18, 11:07:27] Vera: d stube 😊😘
‎[14.02.18, 14:49:50] Papa: ‎Bild weggelassen
‎[14.02.18, 14:50:57] Papa: ‎Bild weggelassen
[14.02.18, 14:52:05] Papa: Das ijs strubste Foti ever😬
[14.02.18, 14:52:35] Holzmano: Hahah wo siter?!
[14.02.18, 14:53:06] Papa: Wildhus Oberdort ... und du?
‎[14.02.18, 14:53:28] Holzmano: ‎Bild weggelassen
[14.02.18, 14:54:17] Papa: Xet geil us - und überall xli ähnlix
[14.02.18, 14:54:20] Mama: Oh liecht zerknirscht?
[14.02.18, 14:54:28] Holzmano: Chrank...
[14.02.18, 14:54:44] Papa: Xet nax Après-Ski uus
[14.02.18, 14:54:57] Mama: Was ? Scho wieder? Warum?
[14.02.18, 16:22:57] Holzmano: Ka
‎[15.02.18, 10:28:20] Vera: ‎Bild weggelassen
[15.02.18, 10:31:32] Papa: So herzlig... wäm ghört dänn das Bébé? Und du xesch au us wie usde High-Society😁
[15.02.18, 10:40:52] Felix: Das isch kleim Jonatham
[15.02.18, 11:03:40] Papa: Jöh - no so chlii😄
[15.02.18, 11:04:43] Mama: Machsch di guet!
‎[16.02.18, 15:45:54] Papa: ‎Bild weggelassen
[16.02.18, 15:46:14] Papa: Nddsmxe
‎[16.02.18, 19:25:23] Papa: ‎Bild weggelassen
[16.02.18, 19:27:11] Vera: mir au ❤😘
[16.02.18, 19:29:44] Felix: Gliichfalls😘😘
[16.02.18, 19:30:40] Papa: Hei hesch das gekritzel kennt am renes möbeli, Flox?
[16.02.18, 20:17:47] Holzmano: Nei! Henders weg taa?!
[16.02.18, 20:19:08] Papa: Nenei - sMüms wotts glaub jetz doch phã
[16.02.18, 20:19:57] Mama: Aber dr grüen chorbstuehl verusse hämer gägenes cool teakbänkli ersetzt!!!
[16.02.18, 20:20:20] Papa: Wük hübj...
[16.02.18, 21:47:10] Holzmano: 👍🏻
[16.02.18, 23:16:16] Papa: Jdnft mini Liebe
[17.02.18, 01:00:58] Holzmano: Danke gliichfalls!!!
[17.02.18, 11:14:43] Papa: Han feini gfüllti Röhri uf Lager - sind härzli zume (früene?) Znaxt iglade, wäner Lust und Zit händ. Gueti Fahrt😘
[17.02.18, 11:14:54] Felix: Jaaaaa😍
[17.02.18, 11:15:08] Felix: Sind ca am 3 z seä aber denn gahts schono 1-2h
[17.02.18, 11:16:01] Mama: Freue mi uf euch alli
[17.02.18, 11:16:06] Papa: Guet so - freumi! Ich mäldmi dänn emal wgm Timing
[17.02.18, 11:16:31] Mama: Wie gats am Länz
[17.02.18, 11:16:35] Felix: Hahaha idem bild wo de simi in gebäts chat postet het, schriibich grad mitm fafs
‎[17.02.18, 11:17:03] Felix: ‎Bild weggelassen
[17.02.18, 11:17:58] Mama: Er lacht emel wieder
[17.02.18, 11:18:15] Felix: Aber er xeht us wie es mongöleli
[17.02.18, 11:18:18] Papa: Jüeds Büeleli
[17.02.18, 11:18:26] Papa: Ndssj
[17.02.18, 11:18:37] Felix: Dj
[17.02.18, 11:18:48] Mama: Verquolle und übelriechend?
[17.02.18, 11:19:00] Felix: Exakt
‎[17.02.18, 14:21:54] Papa: ‎Bild weggelassen
[17.02.18, 14:22:31] Papa: Save the date: 6. April altstadtswing ind winti 😃💃🏻🕺🏻
[17.02.18, 14:23:09] Mama: Yes
‎[17.02.18, 20:49:10] Holzmano: ‎Bild weggelassen
[17.02.18, 20:50:44] Papa: S Misch....?
[17.02.18, 20:50:56] Holzmano: 👍😂😂😂😂
[19.02.18, 11:37:09] Felix: Hoi zeme.
Ich brings grad hinder mich.
Ich han d Prüefigsresultat übercho und han folgendi Note: 2x en 3.5 und 1x en 4er.
Das heisst 2 vo 3 nöd bestande. 

Das änderet nüt a minere entscheidig, in WK zga im März.

Schöne Tag
[19.02.18, 11:38:05] Mama: Oje!
[19.02.18, 12:22:52] Papa: Oh nei, sones Päch!
Nöd durecho isch ja nöd e Katastrophe, das xame nomal mache. Aber wo isch dänn de Wurm drin?
Was muesch ändere?
Gäll mir reded no drüber...
Wänn häsch uus hüt?
[19.02.18, 13:49:53] Felix: hüt bini nöd erreichbar, aber morn
[19.02.18, 13:52:07] Papa: Es ischmer meeega wixtig - bitte lüt aa
[19.02.18, 16:42:58] Mama: Autoschlüssel gefunden😜
[19.02.18, 16:43:09] Holzmano: wo denn?
[19.02.18, 16:43:35] Mama: Im auto sälber, i däm getränkefach i dr mitti
[19.02.18, 16:43:52] Mama: Ischmer grad plötzlich als idee cho
[19.02.18, 16:46:39] Felix: Hm hm..😉💁🏻‍♂
[19.02.18, 16:47:23] Mama: Was isch zletschte emoji?
[19.02.18, 16:48:09] Felix: Xehsches nöd?
[19.02.18, 16:48:45] Mama: Es isch es maskulinzeiche bi mir
[19.02.18, 16:48:58] Felix: 💁🏻‍♂
‎[19.02.18, 16:49:12] Felix: ‎Bild weggelassen
[19.02.18, 16:49:34] Mama: Aha was bed das?
[19.02.18, 16:50:19] Felix: So im Sinn vo 'Zsss ich han ja gseit ich heg de schlüssel nöd'
[19.02.18, 16:50:27] Felix: 😅
[19.02.18, 16:50:29] Mama: Jaaaaaa
[19.02.18, 16:51:02] Mama: 😘
‎[19.02.18, 16:51:40] Papa: ‎Video weggelassen
[19.02.18, 16:52:33] Papa: Sori Flox -
[19.02.18, 16:52:36] Felix: 😘
[19.02.18, 16:52:45] Felix: Kes problem
‎[20.02.18, 10:22:31] Vera: ‎Bild weggelassen
[20.02.18, 10:33:57] Felix: das obe rechts macht mi fertig😂
[20.02.18, 10:33:59] Felix: wie de Matt Damon
[20.02.18, 11:46:52] Vera: hi leuts han es artztzügnis für di nöchschte 3 täg eigentlich
[20.02.18, 11:47:15] Vera: aber isch blöd will mer dörf ja i jedem modul nur 2 mal fehle
[20.02.18, 12:41:31] Holzmano: ds arme...
[20.02.18, 13:16:36] Mama: Ja das gilt tänk nid für krankheit! Klär das ab
[20.02.18, 13:39:14] Vera: das hani ebe scho :/
[20.02.18, 13:39:34] Vera: hans bi zwei lüt nahgfrögt
[20.02.18, 13:39:51] Felix: was wennds mache. chrank isch chrank. was wennd e lungeentzündig hettsch.? Mit dem müends läbe
[20.02.18, 13:39:53] Vera: eini hets nöd gwüsst und de ander het gseit s seg glaub so
[20.02.18, 13:41:19] Felix: Was für Lüt? Kollege? Muesch denk anere offizielle Stell alüte
[20.02.18, 13:41:52] Vera: offizielli denk
[20.02.18, 13:42:00] Felix: lütisch mal det ah +41433055555 und frögsch di dure
[20.02.18, 13:42:34] Holzmano: Hallo hendir keis Seki/StudiService etc...?!
[20.02.18, 13:42:44] Vera: die vode kanzlei hends nöd gwüsst und die vode primarstufe abteilig die hend gseit s seg glaub so
[20.02.18, 13:42:45] Felix: und de eint hetts nöd gwüsst? was sind den das für offizielli lüt..
‎[20.02.18, 13:42:46] Felix: ‎Bild weggelassen
[20.02.18, 13:42:47] Felix: lüt nomal ah
[20.02.18, 13:43:13] Felix: kei sprachnachrichte bitte
[20.02.18, 13:43:27] Vera: ich chan ja ez scho dihei blibe
[20.02.18, 13:43:38] Vera: mer dörf eifach max 2 mal imne modul fehle
[20.02.18, 13:44:02] Vera: und denn hetti eifach scho 1 mal je uufbrucht
[20.02.18, 13:44:36] Felix: ahaaa ja denn isch ja easy. relevant wirds ersch wennd nomal chrank würdsch. Drum würi das etz abkläre -> 1 Telefon
[20.02.18, 13:46:43] Vera: ja denn chani au no
[20.02.18, 13:47:21] Vera: aber dörf eifach nöd es drittsmal wenns unentschuldigt isch
[20.02.18, 13:47:53] Mama: Ja heisst fähle, ohni grund fähle also schwänze? Oder ghört da au chrankgschriebe- si drzue?
[20.02.18, 13:49:30] Mama: Ja ebe, es gat doch um unentschuldigti absänze. Aber das mües irgendwo schritftlich si bzwdu muesches schriftlich bestätiget übercho
[20.02.18, 13:51:42] Vera: ja han ine jetzt nomal ahglüte und si lütet mir zrugg
[20.02.18, 13:52:19] Holzmano: mann isch das en saftlade :)
[20.02.18, 13:52:34] Holzmano: so als wer die situation unglaublich speziell 😂😂😂
[20.02.18, 13:53:01] Felix: Lehrer werded ebe eigentlich nie chrank...
[20.02.18, 15:12:13] Vera: also si hend mer nöd zruggahglüte
[20.02.18, 15:12:18] Vera: ich han ez nomal ahglüte
[20.02.18, 15:12:51] Vera: es isch so dass die 20% abweseheit womer dörf ha entschuldigeti & unentschuldigeti lektione beinhatet
[20.02.18, 15:20:48] Holzmano: das isch ja absurd! Willkomme zrugg ide Schuel
[20.02.18, 15:21:28] Felix: 20% isch aber chly me als 3 mal fähle??!
[20.02.18, 15:22:07] Holzmano: stimmt 🤔
[20.02.18, 15:57:56] Vera: nops isch genau 2
[20.02.18, 15:58:27] Felix: aso demfal hesch nur 10 lektione?
[20.02.18, 16:12:25] Mama: Das cha ja nid si. Was macht denn öpper wo 2x chrank isch und när no ane beärdigung muess. I glaube, dini Informantin het eifach öppis gseit. I würd das als offiziells dokumänt afordere
[20.02.18, 16:13:15] Holzmano: usserdem chunnts ja denn hert nid druffaa ebd entschuldiged bisch oder nöd!!!
[20.02.18, 16:41:09] Papa: Passwort zum Link via SMS:
Blaustrumpf
[23.02.18, 12:02:24] Mama: Neu drucker isch bstellt. Lieferfrist 10-12 tsg
[23.02.18, 12:03:36] Holzmano: Hä?!
[23.02.18, 12:04:13] Papa: Wük? Manor?
[23.02.18, 12:05:03] Mama: Nei wieder dr glich en Canon dä kenne mir scho
[23.02.18, 12:05:30] Papa: 👍🏿
[23.02.18, 12:05:51] Papa: Und d Kartusche passed
‎[23.02.18, 16:16:09] Vera: ‎Bild weggelassen
[23.02.18, 16:16:49] Papa: Hä? Gib Sorg gäll!!!
[23.02.18, 16:17:11] Vera: bin 5 min vorher gad det duregloffe mitm schmidli
[23.02.18, 16:17:36] Papa: Woa, hoffentli ijes nüüt ...
[23.02.18, 16:17:41] Vera: het zwei toti geh
[23.02.18, 16:17:51] Papa: Nei!?!?
[23.02.18, 16:18:09] Papa: Uiuiui -so jnäll xas gaa
[23.02.18, 16:18:12] Vera: doch
[23.02.18, 16:18:43] Papa: Hej wänn bij dehei hüzbg Jätzi?
[23.02.18, 16:18:56] Papa: Mei?
[23.02.18, 16:19:14] Vera: nachde 10ne
[23.02.18, 16:19:28] Papa: Ok - ly enjoyyy
[23.02.18, 16:19:30] Mama: Jesses nei
[23.02.18, 16:19:32] Vera: gahn vode fahrstund direkt in foifer
[23.02.18, 16:19:39] Papa: Ok
‎[23.02.18, 16:23:00] Vera: ‎Bild weggelassen
[23.02.18, 16:24:40] Papa: ... im Chreis Cheib natürlich...
‎[23.02.18, 18:08:48] Mama: ‎Video weggelassen
[23.02.18, 18:08:51] Mama: Jeggis nei
‎[23.02.18, 18:08:51] Mama: ‎Bild weggelassen
[23.02.18, 18:15:20] Vera: hahaha wo isch das? (:
[23.02.18, 18:15:50] Mama: Im chloschter magdenau
[23.02.18, 18:17:27] Vera: schlafsch det?
[23.02.18, 18:17:36] Papa: Woa- ich fühls mega. Vollgas Chloster👍🏽👍🏿👍😂
[23.02.18, 18:18:12] Papa: Diräkte Kontakt nach obe💪💪🏿💪🏽
[23.02.18, 18:18:15] Mama: Ich fühls überhaupt nid u das bis morn😁
[23.02.18, 18:18:27] Papa: Kkk😂😂😂
[23.02.18, 18:18:32] Papa: 😴😴😴
‎[23.02.18, 18:18:58] Mama: ‎Bild weggelassen
[23.02.18, 18:19:13] Mama: U kunscht hets säg i euch!
[23.02.18, 18:58:44] Felix: Ah voll kuuuhl! Beneid!!
[23.02.18, 20:26:38] Papa: Gäll
[27.02.18, 10:51:02] Vera: wenn isch de michelle ihri hochziiit
[27.02.18, 10:51:10] Vera: am morge oder mittag?
[27.02.18, 10:51:17] Vera: musses wüsse wegm CAE Datum
[27.02.18, 10:52:24] Mama: Dr ganz tag
[27.02.18, 10:55:58] Vera: oh mann
[27.02.18, 10:55:59] Vera: oke
[28.02.18, 09:18:16] Vera: d dozentin het gseit ich söll heigah 😁 ich seg so chrank
[28.02.18, 10:05:29] Mama: Bi chrank u hüt u morn dahei
[28.02.18, 10:08:09] Holzmano: Ds aaaaammeeee - gueti besserig!
[28.02.18, 10:09:17] Mama: Dnk
[28.02.18, 10:11:23] Felix: Ohjee gueti bb
[28.02.18, 10:11:58] Vera: 😘
[28.02.18, 10:12:13] Mama: 😢🍗
[28.02.18, 10:13:11] Vera: poulet?
[28.02.18, 10:14:01] Mama: Haha, ä gleisli wi und äs pouletbeini, de gseht d wält wider....
[28.02.18, 10:14:27] Vera: ganz andrsch uss 💆🏽‍♀
[28.02.18, 10:14:47] Mama: 🍷
[28.02.18, 10:15:07] Vera: 🌎
[28.02.18, 10:21:06] Felix: 😂😂👌😘
[01.03.18, 07:36:55] Papa: Wie heisst "anders" uf Emoji?
[01.03.18, 09:03:12] Vera: oh kei ahnig
[01.03.18, 09:28:39] Holzmano: Hä?
[01.03.18, 09:32:30] Mama: Lueg obe... libellen?
‎[01.03.18, 09:35:53] Holzmano: ‎GIF weggelassen
‎[01.03.18, 09:36:40] Holzmano: ‎GIF weggelassen
[01.03.18, 09:37:58] Mama: Ihr sit scho nie verläge um ne antwort😉
[01.03.18, 10:32:21] Felix: Chömmer am sunntig ufs Zmittag choo??:)
[01.03.18, 10:33:36] Mama: Immer sehr gärn!!!! Wär alles isch "mer"?
[01.03.18, 10:37:09] Papa: Ich!
[01.03.18, 10:37:33] Felix: Lenz & Ich
[01.03.18, 10:42:46] Holzmano: und de Wesles
[01.03.18, 10:42:49] Holzmano: Wesley
[01.03.18, 10:43:18] Mama: Hä???
[01.03.18, 10:45:18] Holzmano: kleing witz
[01.03.18, 10:46:00] Papa: Kkk
[01.03.18, 10:46:22] Papa: Unda Rebëëgga
[01.03.18, 10:46:33] Holzmano: du meinsch hebeca
[01.03.18, 10:47:05] Papa: 😂
[01.03.18, 11:40:06] Felix: Hebeeeeeica
[01.03.18, 11:40:14] Felix: isch fasch chly wie Loeeeeeeena
[02.03.18, 16:24:16] Vera: hei chönd mer grad wider s chrankebett ihrichte ... bin total am arsch 🤦🏽‍♀
[02.03.18, 16:49:12] Mama: Oje du armi! Bi no z bärn
[02.03.18, 17:42:09] Holzmano: ds aaaameee
[02.03.18, 17:42:49] Mama: Gäll wege dam bombescheiss
[02.03.18, 17:43:13] Holzmano: bombescheiss?
[02.03.18, 17:48:00] Mama: Ja händ i dr heiliggeischtchile am BH e drohig gha - alles abgsperrt und Büros evakuiert etc etc
[02.03.18, 17:48:38] Mama: Es het soo vil lüt gha u x züg si verspätet gsi und usgfalle.
[02.03.18, 17:48:40] Holzmano: mann so mües...
[02.03.18, 17:48:54] Mama: Aber iz bini unterwägs
[02.03.18, 17:48:58] Mama: Lyall
[02.03.18, 17:49:46] Holzmano: Mir dich au!!!
‎[02.03.18, 18:00:26] Holzmano: ‎Video weggelassen
[02.03.18, 18:02:13] Mama: Wow sooo cool!  Chunnt iz no dr bart?
[02.03.18, 18:02:40] Holzmano: Scho passiert...😂😂😂...de bliibt so lang!
[02.03.18, 18:02:43] Mama: War filmet dich?
[02.03.18, 18:03:05] Holzmano: Ich mich selber
[02.03.18, 18:03:08] Mama: Nei ehrlich? Und breit?
[02.03.18, 18:03:13] Holzmano: Ju
[02.03.18, 18:04:27] Mama: Kei schnitt für da bon?
[02.03.18, 18:05:25] Holzmano: Er hetten denk scho gschnitte eifach ned churz sondern daser solang blibt abrr wider mit form und konture
[02.03.18, 18:05:39] Mama: Ok
[02.03.18, 18:07:19] Mama: Bi gspannt. Isches agnähm gsi i däm dalon?
[02.03.18, 18:07:31] Mama: Salon?
[02.03.18, 18:40:19] Papa: Kkk haloo
[02.03.18, 18:48:24] Felix: Haha
[02.03.18, 18:56:41] Holzmano: Wash da solischtig
[02.03.18, 22:43:21] Felix: Hei lenz & ich chömed hüt ufe go pfuuse...😊😴
[05.03.18, 15:16:46] Holzmano: Hett epper dNummere vode Antje?!
[05.03.18, 16:42:52] Papa: Jick si
‎[05.03.18, 16:44:36] Vera: ‎Kontaktkarte ausgelassen
[08.03.18, 07:43:05] Felix: Öpper dihei hüt?
[08.03.18, 07:43:11] Felix: Protein sött cho
[08.03.18, 07:43:37] Felix: Ah nei doch nonig, alles guet👍
[08.03.18, 08:34:02] Papa: Abde halbe drüne dehei s Mms
[08.03.18, 08:38:37] Mama: Walum?
[08.03.18, 11:36:03] Mama: Bi i 5 min dahei
‎[09.03.18, 08:42:29] Vera: ‎Bild weggelassen
[09.03.18, 08:43:44] Mama: Tja mir sind ebe bodständig u urchig😂
[09.03.18, 12:05:13] Papa: Hä?
[10.03.18, 09:28:03] Holzmano: Also ich chume au cho esse!
[10.03.18, 09:29:57] Holzmano: Wenn gits denn?! Will ich mus no schaffe chli am morge...
[10.03.18, 09:31:54] Mama: Am 1
[10.03.18, 09:33:58] Holzmano: Ok denn chumich uf das
[10.03.18, 09:51:38] Papa: Jüeeed
[12.03.18, 10:27:53] Felix: Über Ostere bin ich mal no weg mit Kollege.. isch denn s grossmueti bi ois?🤔
[12.03.18, 10:51:57] Papa: Müms?
[12.03.18, 10:52:22] Papa: Nei glaub nöd - bim Tömu? Ly
[12.03.18, 13:29:15] Mama: Si chunnt nächschts wk!
[13.03.18, 08:46:20] Vera: was füren schiss dreck
[13.03.18, 08:46:30] Vera: bi gad züri retour für nüt
[13.03.18, 08:46:49] Holzmano: Chills in starbucks und liseppus
[13.03.18, 08:47:36] Vera: ja bin für eis modul id PHZH und min zug het verspötig gha
[13.03.18, 08:48:06] Vera: und denn sind die scho losgloffe ufd exkursion
[13.03.18, 08:48:21] Vera: und ich han si natürli nümm chöne uufspüre
[13.03.18, 08:48:34] Holzmano: Chasch ned epperem schriibe?
